pH,EC,W_Temp,A_Temp,Humid,CO2,Light_onoff,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Binary,Decimal_Label
0.433045065,1.494376713,13.15029557,26.42788257,91.80596874,672.0843821,0,0,1,0,1,0,0,1,0,1010010,82
9.57771452,0.573509631,17.47848823,34.53936339,54.49589607,671.0823239,0,0,1,0,0,1,1,0,1,1001101,77
9.748044715,0.869450666,7.472271749,34.11315001,94.47444363,580.6545423,0,0,1,0,1,0,1,0,0,1010100,84
13.53493662,0.952516386,10.66534376,7.523104693,90.03259018,1176.506715,0,0,0,1,1,0,1,0,0,110100,52
12.40340904,1.186897474,34.69978972,27.43020576,87.18387027,463.358969,1,1,1,0,1,0,1,0,0,11010100,212
2.020385434,1.550288236,13.03209163,1.979189202,61.52765683,971.6583091,1,0,0,0,0,0,0,1,0,10,2
6.662093382,1.264394011,4.823877651,30.5562016,35.95942978,1396.850884,0,0,1,1,0,1,1,0,0,1101100,108
7.311591426,0.114660782,2.357092841,23.82464353,57.44844797,12.29497921,1,0,0,0,0,1,1,0,1,1101,13
9.881789951,1.668726985,12.96063727,18.5769396,59.98984971,706.8968226,0,0,0,0,0,1,1,0,0,1100,12
13.22563193,1.059246265,13.15149514,30.57441599,45.49212205,363.1231917,1,0,1,0,0,1,1,0,0,1001100,76
9.045123001,1.814855731,15.70513148,3.739267305,42.69925118,200.0931543,1,0,0,0,0,1,1,0,0,1100,12
7.689433056,1.919077511,20.9792388,20.68880526,32.93121797,234.2713759,0,0,0,0,0,1,1,0,0,1100,12
5.49873174,0.804631134,33.90568541,22.83415553,59.92803938,796.0505349,0,1,0,0,0,1,0,1,0,10001010,138
9.385292191,1.721863636,2.093999644,13.54718588,66.78782636,1402.820905,0,0,0,1,0,0,1,0,0,100100,36
5.981568083,1.362328665,23.15579752,17.81934632,58.35463519,866.5155025,0,1,0,0,0,1,1,0,0,10001100,140
0.134019015,1.566361111,6.085293286,13.56054097,98.71569932,983.0239528,1,0,0,0,1,0,0,1,0,10010,18
0.055493523,1.394000649,12.1894719,3.913385974,50.96207874,616.7878552,1,0,0,0,0,1,0,1,0,1010,10
3.454368175,1.864423757,32.68297262,19.26757953,78.73493058,1446.425385,0,1,0,1,0,0,0,1,0,10100010,162
7.881636394,1.80331102,34.41329856,21.67146243,17.93276675,754.372355,0,1,0,0,0,1,1,0,0,10001100,140
2.935958124,0.751421228,23.3628964,17.92077677,90.59474774,167.4425866,0,1,0,0,1,0,0,1,0,10010010,146
9.973116708,0.81706161,32.06938662,33.55773019,74.20879753,38.46928938,0,1,1,0,0,0,1,0,0,11000100,196
4.071857403,1.538457697,0.167860475,18.09483776,19.06174275,49.18935319,1,0,0,0,0,1,0,1,0,1010,10
6.012014059,1.179154895,29.45313816,10.57966342,96.56650772,1186.126339,1,1,0,1,1,0,1,0,0,10110100,180
0.171660728,0.192628132,13.73673123,17.43557025,43.60780621,985.1831499,0,0,0,0,0,1,0,1,1,1011,11
2.579369119,1.279843415,18.21731036,12.13433322,67.14430867,1426.985047,0,0,0,1,0,0,0,1,0,100010,34
0.417631195,0.104583181,19.75360667,8.11631708,92.70906616,1356.69846,0,0,0,1,1,0,0,1,1,110011,51
7.764340145,0.91698408,10.15438237,11.38300104,66.00269585,382.4360356,1,0,0,0,0,0,1,0,0,100,4
10.84545562,0.996191902,3.737286612,7.87632935,19.17084988,111.8900845,1,0,0,0,0,1,1,0,0,1100,12
7.022767413,0.12725683,0.521605838,33.14299293,86.96082551,1065.273629,0,0,1,1,1,0,1,0,1,1110101,117
2.799330067,0.153341749,27.25302955,11.49134159,14.17929793,1407.581886,1,1,0,1,0,1,0,1,1,10101011,171
12.84208637,1.746851452,26.35967754,11.38524727,50.18403904,1340.063079,1,1,0,1,0,1,1,0,0,10101100,172
6.17158912,1.981392824,2.965108709,16.30956779,79.81684701,1134.815485,1,0,0,1,0,0,1,0,0,100100,36
4.193767974,0.784631498,30.26099374,1.804516649,80.85660638,1428.097526,0,1,0,1,1,0,0,1,0,10110010,178
8.526034287,1.497993194,13.24849757,18.62767277,10.55327773,498.549732,1,0,0,0,0,1,1,0,0,1100,12
9.466594509,1.251702776,3.424471486,29.10111702,75.46288431,0.624863333,0,0,1,0,0,0,1,0,0,1000100,68
1.576474597,0.6099443,13.73232603,31.77460707,68.29130091,165.1486025,0,0,1,0,0,0,0,1,0,1000010,66
3.890068807,1.954784236,34.63528164,6.341736145,87.95917246,1082.274141,1,1,0,1,1,0,0,1,0,10110010,178
2.007186251,0.783021194,26.50346546,3.374614535,4.147027102,1436.683647,1,1,0,1,0,1,0,1,0,10101010,170
12.41244345,1.688505407,11.82849563,6.036124122,22.37535764,1403.425607,0,0,0,1,0,1,1,0,0,101100,44
13.80561845,1.623178099,23.36768873,23.33505262,99.92293826,765.7838831,0,1,0,0,1,0,1,0,0,10010100,148
0.698636218,0.398191444,0.552612636,0.776594828,4.090128131,356.3137315,1,0,0,0,0,1,0,1,1,1011,11
8.133765407,1.708805402,26.00845755,14.14929076,32.76311719,262.2345143,1,1,0,0,0,1,1,0,0,10001100,140
2.914408315,0.976303868,23.0213766,3.358481359,63.28095213,734.1297289,1,1,0,0,0,0,0,1,0,10000010,130
6.333329813,0.469566416,17.74453856,0.019655108,1.499287516,917.1805736,0,0,0,0,0,1,1,0,1,1101,13
13.27869259,1.74121514,12.17720751,10.9592837,22.03045852,1336.985626,0,0,0,1,0,1,1,0,0,101100,44
8.871451707,0.757271024,11.68439534,23.83108624,39.56587195,1287.593379,0,0,0,1,0,1,1,0,0,101100,44
12.70012594,1.282096815,2.098221681,18.82119185,95.14323689,355.5132854,1,0,0,0,1,0,1,0,0,10100,20
2.289966356,1.260453353,8.459200606,19.41574269,96.86559026,880.6135673,0,0,0,0,1,0,0,1,0,10010,18
2.167005637,0.039386776,12.86145358,4.094234665,64.39404786,1063.815592,1,0,0,1,0,0,0,1,1,100011,35
10.12248359,1.269790981,0.488179298,8.607568927,99.0653499,839.8781296,1,0,0,0,1,0,1,0,0,10100,20
8.764971629,1.813657551,25.9057682,31.97278953,99.97480156,1148.211429,0,1,1,1,1,0,1,0,0,11110100,244
6.522107232,1.843104789,22.20895368,17.06901156,45.79218227,849.5953434,0,1,0,0,0,1,1,0,0,10001100,140
12.41454258,0.724696179,31.06628107,19.30822573,41.45508984,942.2796883,1,1,0,0,0,1,1,0,0,10001100,140
13.57958637,0.286713563,17.98758264,34.16361221,35.18164335,1120.28786,0,0,1,1,0,1,1,0,1,1101101,109
2.072535052,1.61885321,12.21402298,28.86954937,47.31477045,1024.693884,0,0,1,1,0,1,0,1,0,1101010,106
6.877653061,1.696546626,34.40229768,18.34455311,89.36794509,58.06063219,0,1,0,0,1,0,1,0,0,10010100,148
5.44578521,1.429347507,11.66203937,32.48233192,75.47613853,775.3626201,1,0,1,0,0,0,0,1,0,1000010,66
2.337942876,0.6860427,24.81980839,19.08714765,91.04182992,541.4538547,1,1,0,0,1,0,0,1,0,10010010,146
13.93941089,1.37443776,19.85352585,1.961021905,84.75361483,1478.188107,1,0,0,1,1,0,1,0,0,110100,52
0.031276721,1.140389567,24.20226718,14.34381945,60.34072239,882.5907569,1,1,0,0,0,0,0,1,0,10000010,130
11.99335593,0.49961803,21.1066303,15.21476737,17.23814733,926.4655883,1,0,0,0,0,1,1,0,1,1101,13
11.83291714,0.315506582,23.97328501,4.66047899,62.11206548,1307.851255,1,1,0,1,0,0,1,0,1,10100101,165
12.74725164,1.636750843,22.83445628,10.42839127,33.99162869,449.9713188,0,1,0,0,0,1,1,0,0,10001100,140
9.434323882,0.442909231,30.17988463,3.749780779,90.93439831,794.8202513,0,1,0,0,1,0,1,0,1,10010101,149
3.373345284,1.363596204,31.49593433,11.84717838,51.78655071,78.74891306,1,1,0,0,0,1,0,1,0,10001010,138
9.472502291,0.878432911,20.39792054,4.25813719,89.63933749,744.8082873,1,0,0,0,1,0,1,0,0,10100,20
1.178510594,0.49421384,30.41268611,1.38575293,95.66207697,936.3509982,1,1,0,0,1,0,0,1,1,10010011,147
13.57788979,0.014026623,3.852972585,27.08478615,80.38975982,293.4840868,0,0,1,0,1,0,1,0,1,1010101,85
5.286333748,1.514904541,15.11312654,7.31618619,99.00929178,126.1218381,0,0,0,0,1,0,0,1,0,10010,18
12.34752175,1.409397637,24.84739333,9.452970234,56.47889041,952.9895252,1,1,0,0,0,1,1,0,0,10001100,140
13.38103537,0.752797431,31.97562245,19.75488729,91.07761776,450.8672865,0,1,0,0,1,0,1,0,0,10010100,148
7.36121279,0.848292954,2.390060967,24.60779463,4.492438285,624.8079341,1,0,1,0,0,1,1,0,0,1001100,76
2.610804567,1.691409019,23.05550331,14.10960287,22.21631431,36.38856322,1,1,0,0,0,1,0,1,0,10001010,138
12.65062453,0.713188221,4.950839454,6.493519336,1.399184351,1104.537302,0,0,0,1,0,1,1,0,0,101100,44
5.010992433,0.299412777,11.59107931,26.18058439,48.83645249,623.2056572,1,0,1,0,0,1,0,1,1,1001011,75
9.809160046,1.171290439,21.25628333,28.13936731,9.037451217,1412.714903,0,0,1,1,0,1,1,0,0,1101100,108
13.96193288,1.11433699,26.07637951,16.5853223,83.99241372,801.8652479,0,1,0,0,1,0,1,0,0,10010100,148
12.7474766,1.235191161,9.604200514,13.92215949,44.49475259,853.4553944,1,0,0,0,0,1,1,0,0,1100,12
8.535902436,0.567101757,15.12790757,2.175425285,16.62769261,1235.604415,1,0,0,1,0,1,1,0,1,101101,45
10.72020211,0.852881847,8.953511112,8.83340017,50.21682415,108.0213271,1,0,0,0,0,1,1,0,0,1100,12
4.38517333,0.728793487,11.18016498,31.47410835,82.58250692,558.932986,1,0,1,0,1,0,0,1,0,1010010,82
3.202506018,1.89741351,20.57049554,18.76481422,73.77667005,123.5270069,1,0,0,0,0,0,0,1,0,10,2
7.88915499,1.979847051,30.47369118,30.73225361,30.86346157,108.823793,1,1,1,0,0,1,1,0,0,11001100,204
3.145898266,0.189940917,31.09155646,12.38632527,75.04237493,212.075065,0,1,0,0,0,0,0,1,1,10000011,131
12.84637151,1.12394629,20.6123069,28.8417293,34.09173455,279.2680038,0,0,1,0,0,1,1,0,0,1001100,76
6.858518516,0.296085252,4.282401628,14.95336804,74.54962077,72.4758323,1,0,0,0,0,0,1,0,1,101,5
3.354356559,1.757978315,17.89102841,6.223983106,57.50458602,483.1638153,0,0,0,0,0,1,0,1,0,1010,10
3.218340827,0.168088569,31.54838973,25.0229879,78.64575867,163.1577768,0,1,1,0,0,0,0,1,1,11000011,195
2.937667245,0.532655978,15.03253514,8.258133768,25.21184983,1264.767745,0,0,0,1,0,1,0,1,1,101011,43
11.12865531,1.444621941,23.34100329,24.11611326,57.12030551,1386.562809,0,1,1,1,0,1,1,0,0,11101100,236
11.20601732,0.519009399,0.107795875,17.5010134,5.010109979,745.405975,1,0,0,0,0,1,1,0,1,1101,13
7.750472204,1.965206263,27.2480125,20.00178829,12.54547102,198.0260069,1,1,0,0,0,1,1,0,0,10001100,140
6.867065464,0.754249332,26.80642946,11.5844042,1.065101252,204.4753932,1,1,0,0,0,1,1,0,0,10001100,140
4.798793054,0.309858359,31.6124802,10.42033019,58.15577288,993.2159674,1,1,0,0,0,1,0,1,1,10001011,139
3.472482591,1.367953738,9.118454263,30.18889757,79.70456256,723.8844713,0,0,1,0,0,0,0,1,0,1000010,66
3.887142202,0.346622,24.81962813,16.55187794,0.263431239,258.4952376,1,1,0,0,0,1,0,1,1,10001011,139
11.71268388,1.679060155,15.21408876,32.43491276,85.51891231,29.98558413,0,0,1,0,1,0,1,0,0,1010100,84
8.610478694,0.909182305,2.815878514,29.3875179,65.05612629,668.3498194,1,0,1,0,0,0,1,0,0,1000100,68
11.49103041,0.890413128,26.22196516,20.61575064,79.43517925,1184.683367,0,1,0,1,0,0,1,0,0,10100100,164
10.52364194,0.556093691,12.63789868,25.54395151,58.24062372,222.4233288,0,0,1,0,0,1,1,0,1,1001101,77
3.716800113,1.75451767,34.34079588,16.03267172,20.28687331,206.0222636,0,1,0,0,0,1,0,1,0,10001010,138
7.171939912,0.847822911,25.97049977,1.03515075,61.08140529,1460.980251,0,1,0,1,0,0,1,0,0,10100100,164
13.91808948,1.497053878,14.5469614,7.645372722,8.356621242,1496.67691,1,0,0,1,0,1,1,0,0,101100,44
3.835322808,0.022378013,28.49565979,9.932367758,73.34728611,6.243177748,0,1,0,0,0,0,0,1,1,10000011,131
5.456346195,0.649447448,6.334060079,17.5290916,40.78713592,501.7569231,1,0,0,0,0,1,0,1,0,1010,10
13.89301298,1.486387533,29.00946632,21.71265143,76.85877329,389.0227902,1,1,0,0,0,0,1,0,0,10000100,132
0.481432805,1.640717211,22.58941986,21.12722306,5.144581907,1388.697591,1,1,0,1,0,1,0,1,0,10101010,170
9.274229511,0.410752214,34.22667109,24.10330986,7.963813396,1047.029004,0,1,1,1,0,1,1,0,1,11101101,237
4.226329518,1.613344441,28.71400851,30.44619262,96.22310089,926.5762095,0,1,1,0,1,0,0,1,0,11010010,210
2.874281804,0.162998669,10.33817967,21.49717656,85.90040709,1003.194375,1,0,0,1,1,0,0,1,1,110011,51
12.00704692,0.239344958,2.598439101,3.710323956,48.12319573,332.9227911,1,0,0,0,0,1,1,0,1,1101,13
5.685829969,1.140547605,9.89705315,9.067341678,14.76791741,385.1704914,1,0,0,0,0,1,0,1,0,1010,10
0.208094791,1.370389113,32.32084404,18.61196544,77.23152107,673.3361727,0,1,0,0,0,0,0,1,0,10000010,130
9.06248953,1.128923748,32.68731013,17.44121958,93.55788838,447.8064827,1,1,0,0,1,0,1,0,0,10010100,148
3.673977492,1.884517699,2.040310691,26.77825902,25.88213694,499.8878084,0,0,1,0,0,1,0,1,0,1001010,74
11.94631391,0.859732566,23.09742927,2.180398849,23.7033057,249.876779,0,1,0,0,0,1,1,0,0,10001100,140
12.03755429,0.383736623,4.654955805,17.48589403,72.37273219,1165.356939,1,0,0,1,0,0,1,0,1,100101,37
3.116768526,0.376183901,4.357499303,25.18794029,61.54099084,284.9422254,0,0,1,0,0,0,0,1,1,1000011,67
2.618629231,1.459112082,22.67520216,34.31798528,83.90547689,699.4429032,0,1,1,0,1,0,0,1,0,11010010,210
5.981893215,0.724652425,22.48203186,25.62028365,29.77961997,869.0457199,1,1,1,0,0,1,1,0,0,11001100,204
11.11568235,0.784333205,27.66965399,18.28217432,17.27111921,305.6205564,0,1,0,0,0,1,1,0,0,10001100,140
10.05391387,0.815775099,13.29214532,7.376122808,96.96210835,777.9622089,0,0,0,0,1,0,1,0,0,10100,20
7.036336475,0.435592875,25.15685665,1.498148814,79.02899505,202.7573523,1,1,0,0,0,0,1,0,1,10000101,133
8.716193421,0.554704587,22.5590873,29.61439053,44.38946996,932.551132,0,1,1,0,0,1,1,0,1,11001101,205
1.798251636,1.579207386,11.39288302,3.257722612,4.626151325,316.7112855,1,0,0,0,0,1,0,1,0,1010,10
6.78236006,0.449104663,21.23897012,16.16575752,14.42870924,96.79808982,1,0,0,0,0,1,1,0,1,1101,13
5.358781177,1.769944388,2.017327852,24.10657028,18.36272862,918.5343017,1,0,1,0,0,1,0,1,0,1001010,74
5.941177887,0.041465585,18.66537452,10.7982936,16.78662169,524.3157557,1,0,0,0,0,1,1,0,1,1101,13
11.48785593,1.866432886,13.09828134,4.729494996,66.600975,192.4284445,0,0,0,0,0,0,1,0,0,100,4
13.82858114,1.635142211,29.18869868,17.97795264,61.80464717,802.0510333,1,1,0,0,0,0,1,0,0,10000100,132
10.839166,0.807185408,23.58343632,24.53512813,62.22062515,833.3333829,0,1,1,0,0,0,1,0,0,11000100,196
0.527948861,0.73231659,19.05526019,22.85571963,72.64846561,98.77964088,1,0,0,0,0,0,0,1,0,10,2
4.691177434,0.987513961,10.55501554,33.94678824,1.093781483,800.346121,1,0,1,0,0,1,0,1,0,1001010,74
12.58299098,0.495686915,0.185850688,9.600827383,92.14770617,389.1348418,1,0,0,0,1,0,1,0,1,10101,21
5.583628314,0.197489885,9.706912848,10.96514518,24.81144897,296.9851792,0,0,0,0,0,1,0,1,1,1011,11
1.535258913,0.428668003,24.63358764,1.514064751,82.03039706,477.1924104,0,1,0,0,1,0,0,1,1,10010011,147
11.57331235,1.00347789,9.939391437,3.222494349,47.31178713,381.0017882,0,0,0,0,0,1,1,0,0,1100,12
5.919184818,1.758850163,24.72857643,9.168893278,5.722211814,730.9002454,1,1,0,0,0,1,1,0,0,10001100,140
12.81542144,1.512205123,11.61216603,34.99489808,46.04533568,124.2849458,0,0,1,0,0,1,1,0,0,1001100,76
13.58968119,1.656713876,34.30812587,27.944424,78.30615137,1289.737064,1,1,1,1,0,0,1,0,0,11100100,228
10.84046869,1.60839036,4.492226621,27.5271134,37.35686242,184.548629,1,0,1,0,0,1,1,0,0,1001100,76
6.656817783,0.067130989,5.116055968,18.12405873,95.63644238,1458.803629,0,0,0,1,1,0,1,0,1,110101,53
3.683783016,0.979428291,32.51603854,0.258360022,73.44057324,1054.989204,1,1,0,1,0,0,0,1,0,10100010,162
3.471102028,0.768013765,7.892250062,22.7657873,11.83361348,742.4788245,1,0,0,0,0,1,0,1,0,1010,10
9.265586269,0.467666169,12.20353965,20.67485317,10.04458455,876.8820596,1,0,0,0,0,1,1,0,1,1101,13
9.031688965,1.130113177,22.71494644,2.901953367,19.14245876,1259.653864,0,1,0,1,0,1,1,0,0,10101100,172
1.996405179,1.200165578,22.97621793,26.81707377,62.61553662,1289.930111,0,1,1,1,0,0,0,1,0,11100010,226
8.575032904,0.888611895,13.20251755,22.25503624,87.94122654,227.2504718,0,0,0,0,1,0,1,0,0,10100,20
7.089322311,1.647511715,4.126626536,19.82479327,0.5891271,154.5005149,1,0,0,0,0,1,1,0,0,1100,12
11.53006345,0.755370633,18.04448735,18.16948092,10.9133286,1018.040713,0,0,0,1,0,1,1,0,0,101100,44
6.481773917,1.627078863,26.55765286,16.09428961,51.25502688,443.779258,1,1,0,0,0,1,1,0,0,10001100,140
3.852346726,0.700108655,20.95778479,30.60183638,23.12702623,1468.913627,0,0,1,1,0,1,0,1,0,1101010,106
12.96204415,1.519832954,4.724047055,5.855860634,33.90046509,1428.095862,1,0,0,1,0,1,1,0,0,101100,44
3.458436114,1.353816823,20.81597543,6.93670906,66.0537325,1244.499717,0,0,0,1,0,0,0,1,0,100010,34
0.331739069,1.452738059,21.19755395,3.226332508,75.51934236,955.5322316,0,0,0,0,0,0,0,1,0,10,2
6.705709458,0.024745088,6.030303512,23.24852177,11.90984379,381.5870077,1,0,0,0,0,1,1,0,1,1101,13
7.81947035,1.323623354,1.832263214,6.054024605,24.20121997,960.8258279,1,0,0,0,0,1,1,0,0,1100,12
4.758827132,1.475630782,23.3441648,28.37797506,54.30553967,1272.145167,1,1,1,1,0,1,0,1,0,11101010,234
12.57249783,1.538998178,30.27002343,22.6268516,27.47894047,1094.209337,1,1,0,1,0,1,1,0,0,10101100,172
8.936017378,0.617961459,34.85956808,7.626618846,63.27506397,66.8792005,0,1,0,0,0,0,1,0,0,10000100,132
1.158217089,1.119307232,24.9016279,27.48348269,88.2370436,1172.61707,1,1,1,1,1,0,0,1,0,11110010,242
10.38246364,0.314813677,11.62317802,28.64216747,67.08491562,270.976123,1,0,1,0,0,0,1,0,1,1000101,69
2.825787627,1.971800462,13.69852837,24.98295531,29.02339563,911.6102473,0,0,1,0,0,1,0,1,0,1001010,74
2.575835705,1.249978608,31.9239396,6.733541983,49.81430664,887.1793318,1,1,0,0,0,1,0,1,0,10001010,138
12.38081725,1.363734735,1.141591557,12.70222903,22.32696326,244.7655597,1,0,0,0,0,1,1,0,0,1100,12
6.589025255,1.525652703,27.25502015,34.08391763,27.30722666,1007.368899,0,1,1,1,0,1,1,0,0,11101100,236
3.770553909,0.314036112,24.9898871,14.86967123,72.60698384,51.34503436,1,1,0,0,0,0,0,1,1,10000011,131
2.040517105,0.172461375,29.70946679,6.564281224,83.75524128,705.1920337,0,1,0,0,1,0,0,1,1,10010011,147
2.277984913,0.67939988,19.22202215,26.95827592,96.04204185,1078.628265,1,0,1,1,1,0,0,1,0,1110010,114
10.78454664,0.567887921,16.16710839,6.221507077,34.13128168,441.2198015,0,0,0,0,0,1,1,0,1,1101,13
4.48931136,0.457549622,7.161040446,20.06934032,15.59204605,1393.680056,0,0,0,1,0,1,0,1,1,101011,43
7.476907438,1.964884078,18.86498418,9.55587977,40.76523704,1059.600492,1,0,0,1,0,1,1,0,0,101100,44
3.25083045,0.407816545,6.50576866,21.88512987,43.98346855,123.8134691,0,0,0,0,0,1,0,1,1,1011,11
5.521733941,1.671163586,18.68960291,19.27033577,95.61513464,956.12382,1,0,0,0,1,0,0,1,0,10010,18
9.814509781,1.538059316,5.16400996,29.23183399,36.5475211,1059.42419,1,0,1,1,0,1,1,0,0,1101100,108
2.465374738,1.238325137,1.461982874,12.42362469,49.75438479,1157.401958,0,0,0,1,0,1,0,1,0,101010,42
1.453878261,1.596614882,6.395773984,29.02974603,86.01892691,1271.960924,0,0,1,1,1,0,0,1,0,1110010,114
12.71593182,1.314441746,3.553196703,2.035010669,37.55194999,276.935002,0,0,0,0,0,1,1,0,0,1100,12
10.32911202,1.308401547,22.3294972,23.40033051,28.30090642,372.6774114,0,1,0,0,0,1,1,0,0,10001100,140
13.117895,1.737429351,22.75627544,33.78868063,50.55739424,586.229651,0,1,1,0,0,1,1,0,0,11001100,204
9.947560871,1.603279334,10.1961919,3.751638803,15.17299132,523.7499275,1,0,0,0,0,1,1,0,0,1100,12
7.153987944,0.630684834,32.06873045,2.478561998,19.85504475,480.4186007,0,1,0,0,0,1,1,0,0,10001100,140
11.164289,1.118495928,24.8253269,6.146549909,85.64834528,1250.793009,1,1,0,1,1,0,1,0,0,10110100,180
8.935352034,0.385711428,30.34420201,1.686819063,51.56239626,1466.535871,1,1,0,1,0,1,1,0,1,10101101,173
3.274974764,0.867661684,20.00225072,12.78818938,26.1092023,480.0898943,0,0,0,0,0,1,0,1,0,1010,10
0.944195103,0.764941934,33.31533289,18.11493991,53.83176716,23.036493,0,1,0,0,0,1,0,1,0,10001010,138
5.148226781,0.851641038,13.17735379,8.088947034,61.78689543,1110.408494,0,0,0,1,0,0,0,1,0,100010,34
4.833794195,0.384492262,4.951211901,2.658014841,10.11843405,772.2129647,1,0,0,0,0,1,0,1,1,1011,11
5.765935398,1.238542539,28.48718803,2.855421761,16.928439,151.1865776,1,1,0,0,0,1,0,1,0,10001010,138
1.59111341,1.480932275,3.767599297,29.57808142,81.02400654,39.06251028,1,0,1,0,1,0,0,1,0,1010010,82
12.03914711,0.807426922,33.86144461,0.632025694,17.6324836,1458.044615,1,1,0,1,0,1,1,0,0,10101100,172
3.621192889,1.527095958,30.398961,25.17430407,45.33289134,952.5496238,0,1,1,0,0,1,0,1,0,11001010,202
3.857729426,0.436428108,25.62482597,31.26976219,31.80346853,736.2006126,1,1,1,0,0,1,0,1,1,11001011,203
11.3614866,0.731172386,17.07051835,19.10185519,90.44884085,585.4663142,1,0,0,0,1,0,1,0,0,10100,20
13.91486302,1.103469515,21.20413074,4.179608673,79.37659993,675.3187391,1,0,0,0,0,0,1,0,0,100,4
4.27649434,0.993863254,18.94136551,20.80595644,82.25686827,527.2270497,0,0,0,0,1,0,0,1,0,10010,18
3.09121738,0.796249929,19.89494205,17.23745817,31.13788181,1209.594739,1,0,0,1,0,1,0,1,0,101010,42
0.444889948,1.351795622,29.11878206,17.23055675,45.80971742,179.6911963,1,1,0,0,0,1,0,1,0,10001010,138
11.92400929,0.74006188,0.780900942,8.620179795,7.934482242,1418.77458,1,0,0,1,0,1,1,0,0,101100,44
9.246185211,0.031223538,30.2747166,19.7958553,9.199431087,224.7421267,0,1,0,0,0,1,1,0,1,10001101,141
6.774362311,0.980932287,10.37167267,2.305620937,22.97829626,403.2876593,1,0,0,0,0,1,1,0,0,1100,12
1.571028151,0.490002618,22.11732438,29.79224907,93.49795978,321.3137403,1,1,1,0,1,0,0,1,1,11010011,211
10.46270013,1.147287692,24.33848695,19.8233762,76.20230806,60.33714738,0,1,0,0,0,0,1,0,0,10000100,132
7.899148152,1.695592846,0.123020831,30.40457449,4.684254088,676.9561854,0,0,1,0,0,1,1,0,0,1001100,76
0.275562919,0.051592091,23.94978773,7.03160346,38.91431268,592.7408952,0,1,0,0,0,1,0,1,1,10001011,139
8.370906028,0.903084882,18.35263989,34.88726474,7.1723925,1249.2019,1,0,1,1,0,1,1,0,0,1101100,108
5.105782684,1.98149308,33.95405673,24.30059959,83.68026589,1000.784567,0,1,1,1,1,0,0,1,0,11110010,242
4.721983904,1.568333173,17.71758801,17.45450369,60.33770854,661.5192513,0,0,0,0,0,0,0,1,0,10,2
2.559473647,1.181536375,32.51996729,10.38714907,17.26042657,353.8621016,1,1,0,0,0,1,0,1,0,10001010,138
11.52005566,0.24950719,27.88458949,26.17684329,91.67002821,736.2695785,1,1,1,0,1,0,1,0,1,11010101,213
10.49755409,1.051685794,16.7547139,6.982017628,67.72594876,766.034128,1,0,0,0,0,0,1,0,0,100,4
8.390765464,0.973767317,0.062107316,27.38620283,60.55404808,948.8611824,1,0,1,0,0,0,1,0,0,1000100,68
